opcode	uso	fichero	linea	contexto	nota
kqp	push	Jondo.Unity.Launcher/Network/ConnectionProtocol.cs	206	Push("kqp", Pb.New().Var(1, 1).Var(2, 1).Build()),	ConnectionProtocol.Push("xxx", ...)
kqp	push	Jondo.Unity.Launcher/Network/ConnectionProtocol.cs	207	Push("kqp", Pb.New().Var(1, 1).Build()),	ConnectionProtocol.Push("xxx", ...)
kqp	push	Jondo.Unity.Launcher/Network/ConnectionProtocol.cs	208	Push("kqp"),	ConnectionProtocol.Push("xxx", ...)
kqq	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	216	else if (payloadStr.Contains("type.ankama.com/kqq"))	comparacion de cadena sobre el frame recibido
kqr	push	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	223	ConnectionProtocol.Push("kqr", BuildKqrPayload()));	ConnectionProtocol.Push("xxx", ...)
kqu	descartado	Jondo.Unity.Protocol/OpcodeRegistry.cs	18	public const string CharacterListRequest = "kqu";	DESCARTADO: OpcodeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
kqu	push	Jondo.Unity.Launcher/Network/ConnectionProtocol.cs	200	Push("kqu", Pb.New().Packed(1, ActiveFeatures).Build()),	ConnectionProtocol.Push("xxx", ...)
kqy	descartado	Jondo.Unity.Launcher/Network/ConnectionProtocolSelfTest.cs	389	"0a1b0a190a13747970652e616e6b616d612e636f6d2f6b717912020801";	DESCARTADO: trama de referencia del autotest, no viaja
kqy	push	Jondo.Unity.Launcher/Network/ConnectionProtocol.cs	625	public static byte[] BuildHeartbeatAnswer() => Push("kqy", Pb.New().Var(1, 1).Build());	ConnectionProtocol.Push("xxx", ...)
kqz	descartado	Jondo.Unity.Protocol/OpcodeRegistry.cs	12	public const string ServerSelectionRequest = "kqz";	DESCARTADO: OpcodeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
kqz	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	188	if (payloadStr.Contains("type.ankama.com/kqz"))	comparacion de cadena sobre el frame recibido
kqz	read	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	986	byte[]? kqz = ConnectionProtocol.ReadPayload(payload, "kqz");	ConnectionProtocol.ReadPayload(frame, "xxx")
kra	descartado	Jondo.Unity.Protocol/OpcodeRegistry.cs	14	public const string ServerSelectionResponse = "kra";	DESCARTADO: OpcodeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
kra	push	Jondo.Unity.Launcher/Network/ConnectionProtocol.cs	194	Push("kra"),	ConnectionProtocol.Push("xxx", ...)
krb	descartado	Jondo.Unity.Launcher/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)
krb	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	315	case "krb": return ("World Loading", "Character", "CharacterRemainingPoints (Confirmed remaining stat points)");	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
krb	descartado	Jondo.Unity.Launcher/TransitionPayloads.cs	28	public static readonly byte[] krb = new byte[] {	DESCARTADO: array de TransitionPayloads que no referencia nadie
krb	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	48	Register("krb", krb.Descriptor);	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
krb	push	Jondo.Unity.Launcher/Handlers/StatsHandler.cs	188	return NetworkEnvelope.BuildGameNodePacket("type.ankama.com/krb", ms.ToArray());	NetworkEnvelope.BuildGameNodePacket(uri, ...)
krb	push	Jondo.Unity.Launcher/Network/TransitionPacketsBuilder.cs	45	public static byte[] BuildKrbMessage() => BuildSingleVarIntMessage("type.ankama.com/krb", Jondo.Unity.Launcher.Network.SessionContext.State.CharacterRemainingPoints);	TransitionPacketsBuilder.BuildSingleVarIntMessage(uri, n)
krc	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	338	case "krc": return ("In Game", "Character", "StatsUpgradeRequest (Request to assign points to stats)");	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
krc	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	49	Register("krc", krc.Descriptor);	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
krc	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	778	else if (payloadStr.Contains("type.ankama.com/krc"))	comparacion de cadena sobre el frame recibido
krc	read	Jondo.Unity.Launcher/Handlers/StatsHandler.cs	72	byte[]? inner = NetworkEnvelope.ExtractMessagePayload(payload, "type.ankama.com/krc");	NetworkEnvelope.ExtractMessagePayload(..., uri)
krd	push	Jondo.Unity.Launcher/Handlers/CommandHandler.cs	250	NetworkEnvelope.BuildGameNodePacket("type.ankama.com/krd", Array.Empty<byte>()));	NetworkEnvelope.BuildGameNodePacket(uri, ...)
krd	push	Jondo.Unity.Launcher/Handlers/InventoryHandler.cs	107	var emptyKrd = NetworkEnvelope.BuildGameNodePacket("type.ankama.com/krd", new byte[0]);	NetworkEnvelope.BuildGameNodePacket(uri, ...)
krd	push	Jondo.Unity.Launcher/Handlers/StatsHandler.cs	164	byte[] krdPacket = NetworkEnvelope.BuildGameNodePacket("type.ankama.com/krd", Array.Empty<byte>());	NetworkEnvelope.BuildGameNodePacket(uri, ...)
krh	descartado	Jondo.Unity.Launcher/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)
krh	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	263	case "krh": return ("World Loading", "Sync", "ClientReadyForPackets (Ack that the client is ready)");	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
krh	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	4694	await WriteFrameAsync(stream, BuildGameNodePacket("type.ankama.com/krh", krhMsg.ToByteArray()));	NetworkEnvelope.BuildGameNodePacket(uri, ...)
kri	descartado	Jondo.Unity.Launcher/BasePayloads.cs	6	public static readonly byte[] OriginalKri = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)
kri	descartado	Jondo.Unity.Launcher/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)
kri	descartado	Jondo.Unity.Launcher/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)
kri	descartado	Jondo.Unity.Launcher/Handlers/FightHandler.cs	2965	// Y va por el opcode kub, que es la ficha de esta versión. Antes se mandaba por "kri",	FALSO POSITIVO: el literal esta dentro de un comentario
kri	descartado	Jondo.Unity.Launcher/Handlers/FightHandler.cs	4780	// Por kub, que es el opcode de la ficha en esta versión; el "kri" que había aquí no	FALSO POSITIVO: el literal esta dentro de un comentario
kri	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	260	case "kri": return ("World Loading", "Character", "CharacterStatsListMessage (Full stats and characteristics)");	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
kri	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	50	Register("kri", kri.Descriptor);	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
kri	push	Jondo.Unity.Launcher/Handlers/StatsHandler.cs	330	return NetworkEnvelope.BuildGameNodePacket("type.ankama.com/kri", kriMsg.ToByteArray());	NetworkEnvelope.BuildGameNodePacket(uri, ...)
kro	descartado	Jondo.Unity.Launcher/Handlers/CharacterCreationHandler.cs	72	"kro", "bel", "dan", "gor" };	FALSO POSITIVO: silaba del generador de nombres (array Middle)
krs	push	Jondo.Unity.Launcher/Network/ConnectionProtocol.cs	204	Push("krs"),	ConnectionProtocol.Push("xxx", ...)
krt	descartado	Jondo.Unity.Protocol/OpcodeRegistry.cs	13	public const string ServerSelectionToken = "krt";	DESCARTADO: OpcodeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
krt	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	212	else if (payloadStr.Contains("type.ankama.com/krt"))	comparacion de cadena sobre el frame recibido
ksl	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	257	case "ksl": return ("Character Selection", "Character", "CharacterSelectionRequest (Request to enter the world)");	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
ksl	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	51	Register("ksl", ksl.Descriptor);	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
ksl	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	260	else if (payloadStr.Contains("type.ankama.com/kvw") || payloadStr.Contains("type.ankama.com/ksl")	comparacion de cadena sobre el frame recibido
ksl	read	Jondo.Unity.Launcher/Handlers/CharacterSelectionHandler.cs	222	?? ConnectionProtocol.ReadPayload(framePayload, "ksl")	ConnectionProtocol.ReadPayload(frame, "xxx")
ksq	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	255	case "ksq": return ("Character Selection", "Character", "CharacterListMessage (Detailed character list)");	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
ksq	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	52	Register("ksq", ksq.Descriptor);	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
ksq	push	Jondo.Unity.Launcher/Handlers/CharacterSelectionHandler.cs	436	return NetworkEnvelope.BuildGameNodePacket("type.ankama.com/ksq", ksqBytes);	NetworkEnvelope.BuildGameNodePacket(uri, ...)
ksv	descartado	Jondo.Unity.Launcher/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)
ksv	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	291	case "ksv": return ("World Loading", "Character", "CharacterCapabilitiesMessage (Stat caps and capabilities)");	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
ksv	push	Jondo.Unity.Launcher/Network/TransitionPacketsBuilder.cs	39	public static byte[] BuildKsvMessage() => BuildSingleVarIntMessage("type.ankama.com/ksv", 12287);	TransitionPacketsBuilder.BuildSingleVarIntMessage(uri, n)
ksx	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	251	case "ksx": return ("Character Selection", "Interfaces", "CharacterListRequest (Character request - phase 1)");	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
ksx	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	53	Register("ksx", ksx.Descriptor);	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
ksx	despacho	Jondo.Unity.Launcher/Handlers/CharacterSelectionHandler.cs	156	else if (payloadStr.Contains("type.ankama.com/ksx"))	comparacion de cadena sobre el frame recibido
ksx	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	245	else if (payloadStr.Contains("type.ankama.com/jto") || payloadStr.Contains("type.ankama.com/kpc") || payloadStr.Contains("type.ankama.com/ksx") || payloadStr.Contains("type.ankama.com/kpa"))	comparacion de cadena sobre el frame recibido
kti	push	Jondo.Unity.Launcher/Handlers/CommandHandler.cs	526	ConnectionProtocol.Push("kti", ConnectionProtocol.BuildChatLine(	ConnectionProtocol.Push("xxx", ...)
kti	push	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	434	byte[] linea = ConnectionProtocol.Push("kti",	ConnectionProtocol.Push("xxx", ...)
ktj	descartado	Jondo.Unity.Launcher/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)
ktj	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	299	case "ktj": return ("World Loading", "Character", "ExpGainDetails (Details of the accumulated experience pool)");	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
ktj	push	Jondo.Unity.Launcher/Network/TransitionPacketsBuilder.cs	19	public static byte[] BuildKtjMessage() => BuildEmptyMessage("type.ankama.com/ktj");	TransitionPacketsBuilder.BuildEmptyMessage(uri)
ktm	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	409	else if (payloadStr.Contains("type.ankama.com/ktm"))	comparacion de cadena sobre el frame recibido
ktm	read	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	414	byte[]? ktm = ConnectionProtocol.ReadPayload(payload, "ktm");	ConnectionProtocol.ReadPayload(frame, "xxx")
ktw	descartado	Jondo.Unity.Launcher/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)
ktw	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	265	case "ktw": return ("World Loading", "Character", "CharacterSelectedSuccessMessage (Character spawn on the pedestal)");	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
ktw	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	54	Register("ktw", ktw.Descriptor);	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
kub	descartado	Jondo.Unity.Protocol/OpcodeRegistry.cs	34	public const string GameFightPlacementPossiblePositions = "kub";	DESCARTADO: OpcodeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
kub	push	Jondo.Unity.Launcher/Handlers/CharacteristicsHandler.cs	140	ConnectionProtocol.Push("kub", ConnectionProtocol.BuildCharacteristics()));	ConnectionProtocol.Push("xxx", ...)
kub	push	Jondo.Unity.Launcher/Handlers/CommandHandler.cs	272	ConnectionProtocol.Push("kub", ConnectionProtocol.BuildCharacteristics()));	ConnectionProtocol.Push("xxx", ...)
kub	push	Jondo.Unity.Launcher/Handlers/EquipmentHandler.cs	114	ConnectionProtocol.Push("kub", ConnectionProtocol.BuildCharacteristics()));	ConnectionProtocol.Push("xxx", ...)
kub	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	2969	await WriteFrameAsync(stream, ConnectionProtocol.Push("kub",	ConnectionProtocol.Push("xxx", ...)
kub	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	4782	await WriteFrameAsync(stream, ConnectionProtocol.Push("kub",	ConnectionProtocol.Push("xxx", ...)
kub	push	Jondo.Unity.Launcher/Network/WorldEntry.cs	609	await EnviarAsync(stream, ConnectionProtocol.Push("kub", ConnectionProtocol.BuildCharacteristics()));	ConnectionProtocol.Push("xxx", ...)
kub	push	Jondo.Unity.Launcher/Network/WorldEntry.cs	672	await EnviarAsync(stream, ConnectionProtocol.Push("kub", ConnectionProtocol.BuildCharacteristics()));	ConnectionProtocol.Push("xxx", ...)
kub	read	Jondo.Unity.Launcher/Network/WorldEntry.cs	62	"kub",	WorldEntry.NotReplayed (no es privacidad: el kub se reemplaza por el propio); ReadPayload en WorldEntry.cs:359
kub	read	Jondo.Unity.Launcher/Network/WorldEntry.cs	153	byte[]? kub = ConnectionProtocol.ReadPayload(frame, "kub");	ConnectionProtocol.ReadPayload(frame, "xxx")
kuf	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	2953	await WriteFrameAsync(stream, ConnectionProtocol.Push("kuf",	ConnectionProtocol.Push("xxx", ...)
kuh	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	401	else if (payloadStr.Contains("type.ankama.com/kuh"))	comparacion de cadena sobre el frame recibido
kum	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	397	else if (payloadStr.Contains("type.ankama.com/kum"))	comparacion de cadena sobre el frame recibido
kum	read	Jondo.Unity.Launcher/Handlers/CharacteristicsHandler.cs	58	byte[]? kum = ConnectionProtocol.ReadPayload(payload, "kum");	ConnectionProtocol.ReadPayload(frame, "xxx")
kva	descartado	Jondo.Unity.Protocol/OpcodeRegistry.cs	21	public const string SelectCharacterSuccess = "kva";	DESCARTADO: OpcodeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
kva	read	Jondo.Unity.Launcher/Network/WorldEntry.cs	297	if (ConnectionProtocol.ReadPayload(frame, "kva") != null)	ConnectionProtocol.ReadPayload(frame, "xxx")
kva	read	Jondo.Unity.Launcher/Network/WorldEntry.cs	299	return ConnectionProtocol.Push("kva",	ConnectionProtocol.ReadPayload(frame, "xxx")
kva	read	Jondo.Unity.Launcher/Network/WorldEntry.cs	396	byte[]? kva = ConnectionProtocol.ReadPayload(frame, "kva");	ConnectionProtocol.ReadPayload(frame, "xxx")
kvb	push	Jondo.Unity.Launcher/Handlers/CharacterCreationHandler.cs	138	ConnectionProtocol.Push("kvb"));	ConnectionProtocol.Push("xxx", ...)
kvb	push	Jondo.Unity.Launcher/Handlers/CharacterCreationHandler.cs	155	ConnectionProtocol.Push("kvb", Pb.New().Var(2, reason).Build()));	ConnectionProtocol.Push("xxx", ...)
kvd	push	Jondo.Unity.Launcher/Network/ConnectionProtocol.cs	215	Push("kvd"),	ConnectionProtocol.Push("xxx", ...)
kvi	descartado	Jondo.Unity.Protocol/OpcodeRegistry.cs	19	public const string CharactersListMessage = "kvi";	DESCARTADO: OpcodeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
kvi	push	Jondo.Unity.Launcher/Handlers/CharacterCreationHandler.cs	142	ConnectionProtocol.Push("kvi", ConnectionProtocol.BuildCharactersList(characters)));	ConnectionProtocol.Push("xxx", ...)
kvi	push	Jondo.Unity.Launcher/Network/ConnectionProtocol.cs	209	Push("kvi", BuildCharactersList(characters)),	ConnectionProtocol.Push("xxx", ...)
kvi	push	Jondo.Unity.Launcher/Network/ConnectionProtocolSelfTest.cs	356	byte[] frame = ConnectionProtocol.Push("kvi", new byte[] { 0x08, 0x01 });	ConnectionProtocol.Push("xxx", ...)
kvi	read	Jondo.Unity.Launcher/Network/ConnectionProtocolSelfTest.cs	366	if (Text(anyMsg, 1) != ConnectionProtocol.UriPrefix + "kvi")	compara Text(anyMsg,1) con UriPrefix+"kvi" al validar la rafaga de bienvenida
kvk	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	255	else if (payloadStr.Contains("type.ankama.com/kvk"))	comparacion de cadena sobre el frame recibido
kvk	push	Jondo.Unity.Launcher/Handlers/CharacterCreationHandler.cs	63	ConnectionProtocol.Push("kvk", Pb.New().Str(1, name).Build()));	ConnectionProtocol.Push("xxx", ...)
kvl	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	261	|| payloadStr.Contains("type.ankama.com/kvl"))	comparacion de cadena sobre el frame recibido
kvl	read	Jondo.Unity.Launcher/Handlers/CharacterSelectionHandler.cs	223	?? ConnectionProtocol.ReadPayload(framePayload, "kvl");	ConnectionProtocol.ReadPayload(frame, "xxx")
kvw	descartado	Jondo.Unity.Protocol/OpcodeRegistry.cs	20	public const string SelectCharacterRequest = "kvw";	DESCARTADO: OpcodeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
kvw	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	260	else if (payloadStr.Contains("type.ankama.com/kvw") || payloadStr.Contains("type.ankama.com/ksl")	comparacion de cadena sobre el frame recibido
kvw	read	Jondo.Unity.Launcher/Handlers/CharacterSelectionHandler.cs	221	byte[]? selection = ConnectionProtocol.ReadPayload(framePayload, "kvw")	ConnectionProtocol.ReadPayload(frame, "xxx")
kvz	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	249	else if (payloadStr.Contains("type.ankama.com/kvz"))	comparacion de cadena sobre el frame recibido
kvz	read	Jondo.Unity.Launcher/Handlers/CharacterCreationHandler.cs	94	byte[]? kvz = ConnectionProtocol.ReadPayload(payload, "kvz");	ConnectionProtocol.ReadPayload(frame, "xxx")
kyj	descartado	Jondo.Unity.Launcher/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)
kyj	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	298	case "kyj": return ("World Loading", "Sync", "ArenaRankInfosMessage (Kolossium league information)");	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
kyj	push	Jondo.Unity.Launcher/Network/TransitionPacketsBuilder.cs	412	return NetworkEnvelope.BuildGameNodePacket("type.ankama.com/kyj", ms.ToArray());	NetworkEnvelope.BuildGameNodePacket(uri, ...)
lai	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	55	Register("lai", lai.Descriptor);	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
lar	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	56	Register("lar", lar.Descriptor);	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
lcd	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	57	Register("lcd", lcd.Descriptor);	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
lcj	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	58	Register("lcj", lcj.Descriptor);	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
lct	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	59	Register("lct", lct.Descriptor);	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
ldt	push	Jondo.Unity.Launcher/Handlers/CharacterSelectionHandler.cs	202	byte[] ldtFrame = NetworkEnvelope.ConvertHexStringToByteArray("1B-0A-19-12-17-0A-13-74-79-70-65-2E-61-6E-6B-61-6D-61-2E-63-6F-6D-2F-6C-64-74-12-00");	opcode escondido en cadena hex; la trama se escribe en el socket
lep	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	60	Register("lep", lep.Descriptor);	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
ley	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	61	Register("ley", ley.Descriptor);	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
lfj	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	62	Register("lfj", lfj.Descriptor);	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
lfo	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	63	Register("lfo", lfo.Descriptor);	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
lfx	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	64	Register("lfx", lfx.Descriptor);	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
lgz	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	65	Register("lgz", lgz.Descriptor);	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
lhi	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	66	Register("lhi", lhi.Descriptor);	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
lhr	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	67	Register("lhr", lhr.Descriptor);	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
lhy	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	68	Register("lhy", lhy.Descriptor);	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
lif	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	69	Register("lif", lif.Descriptor);	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
ljk	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	70	Register("ljk", ljk.Descriptor);	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
lkr	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	71	Register("lkr", lkr.Descriptor);	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
lkt	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	72	Register("lkt", lkt.Descriptor);	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
lnk	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	73	Register("lnk", lnk.Descriptor);	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
lok	descartado	Jondo.Unity.Launcher/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)
lok	descartado	Jondo.Unity.Launcher/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)
lok	descartado	Jondo.Unity.Launcher/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)
lok	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	277	case "lok": return ("World Loading", "Sync", "SelectedServerData (Server session metadata)");	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
lok	descartado	Jondo.Unity.Launcher/TransitionPayloads.cs	7	new byte[] { 0x1A, 0x1D, 0x0A, 0x1B, 0x0A, 0x13, 0x74, 0x79, 0x70, 0x65, 0x2E, 0x61, 0x6E, 0x6B, 0x61, 0x6D, 0x61, 0x2E, 0x63, 0x6F, 0x6D, 0x2F, 0x6C, 0x6F, 0x6B, 0x12, 0x04, 0x10, 0x01, 0x18, 0x59 },	DESCARTADO: array de TransitionPayloads que no referencia nadie
lok	descartado	Jondo.Unity.Launcher/TransitionPayloads.cs	8	new byte[] { 0x1A, 0x32, 0x0A, 0x30, 0x0A, 0x13, 0x74, 0x79, 0x70, 0x65, 0x2E, 0x61, 0x6E, 0x6B, 0x61, 0x6D, 0x61, 0x2E, 0x63, 0x6F, 0x6D, 0x2F, 0x6C, 0x6F, 0x6B, 0x12, 0x19, 0x0A, 0x04, 0x32, 0x30, 0	DESCARTADO: array de TransitionPayloads que no referencia nadie
lok	descartado	Jondo.Unity.Launcher/TransitionPayloads.cs	9	new byte[] { 0x1A, 0x1E, 0x0A, 0x1C, 0x0A, 0x13, 0x74, 0x79, 0x70, 0x65, 0x2E, 0x61, 0x6E, 0x6B, 0x61, 0x6D, 0x61, 0x2E, 0x63, 0x6F, 0x6D, 0x2F, 0x6C, 0x6F, 0x6B, 0x12, 0x05, 0x10, 0x01, 0x18, 0xCD, 0	DESCARTADO: array de TransitionPayloads que no referencia nadie
