compressedCoords,x,y,mapIds
-1114104,-32751,8,107217920;107218944;239607818;107222016;107220992;139784;107227136;205785100;239608842;107224064;107226112;107216896;107228160;107223040;107219968;107225088
-5505038,-32683,-32754,198443014
-3866615,-32709,9,161289
-3735542,-32711,10,160266
-2097238,-32735,-32682,66060802
-2555993,-32728,-32679,66194689
-1179667,-32749,-32749,164364817
-2359385,-32731,-32679,66193153
589852,9,28,88084485
65547,1,11,88080652;90964491;95158795;98828811;239080193
196608,3,0,88081687;201328128;201590272;144703746;99353600;160957952;219940352;210766084;201852416;54789632;202114054;153880064;76023296;239080726
393236,6,20,88083203
27,0,27,88211972;54525979
589846,9,22,88084737
-131070,-32766,2,88213269;97260061;97258013;210897154;97259037;177603586
-2490457,-32729,-32679,66194177
1507291,22,-32731,209192709
-393191,-32762,25,198180865;84410369
-131048,-32766,24,198182912;84412416
851902,12,-32702,201069570;174855176
1114136,17,24,91752971;90705665
1507351,23,23,91888133;91891457;90708738;91889157;91889153;91889155;91891203;91889409
917529,14,25,91753985;90703872
786414,11,-32750,193200644
524270,7,-32750,188746756
1376216,20,-32728,209191177;211291142
-3538908,-32714,36,75763201
-1441806,-32745,-32754,164496918
131057,1,-32753,83889162;188743687;83888140;83888138;83890186
-3407835,-32716,37,75760646;76285443
327684,5,4,88082707
786441,12,9,88086286
65565,1,29,88080390
917520,14,16,88087303
65550,1,14,88080649
917518,14,14,88087305
-65586,-32766,-32718,126093077
-4063318,-32705,-32682,54165334;239618577;239619601;239608849;205915148;239607825
-3735620,-32710,-32700,54162756
-3735634,-32710,-32686,54162770
-3604553,-32712,-32695,54161737
-4128831,-32704,-32705,54165823
1441772,21,-32748,204998659
65495,0,-32727,156241923
-393271,-32761,-32713,126223642
-4522032,-32698,-32720,54168880
-131108,-32765,-32732,126092551
-3670094,-32711,-32690,54162254
-3801144,-32709,-32712,54163256
-458805,-32760,-32715,126224152
-5177425,-32688,-32687,54174033
-4784162,-32694,-32734,54170914
-5242923,-32687,-32725,54174507
-4849711,-32693,-32721,54171439
-3539016,-32713,-32696,54161224
-4522069,-32698,-32683,54168917
-4259893,-32702,-32715,54166837
-4522042,-32698,-32710,54168890
-5701674,-32680,-32726,54178090
-4456494,-32699,-32722,54168366
-4915244,-32692,-32724,54171948
-4390958,-32700,-32722,54167854
-327722,-32762,-32726,156238850
-262200,-32763,-32712,126091547
-3473469,-32714,-32707,54160701
-4587574,-32697,-32714,54169398
-4980784,-32691,-32720,54172464
-3407912,-32715,-32728,54160168;58720256
-5439533,-32684,-32723,54176045
-1638367,-32743,33,216663046;216531970;216664322;216663298;212862464;222562314;216664070;216530944;216531202;216531204;216663302;216530946;216530948;216531208;216663042;216531206;216530950;216663300
-4456487,-32699,-32729,54168359;58464774
-4718644,-32695,-32716,54170420
-3473483,-32714,-32693,54160715;108797711
-3538986,-32713,-32726,54161194
-4194352,-32703,-32720,54166320
-5439529,-32684,-32727,54176041
-4653099,-32696,-32725,54169899
-3801169,-32709,-32687,54163281;112459776
-3670085,-32711,-32699,54162245
-4915272,-32692,-32696,54171976
-3735611,-32710,-32709,54162747
-4390967,-32700,-32713,54167863
-3670079,-32711,-32705,54162239
-5636136,-32681,-32728,54177576
-4587567,-32697,-32721,54169391
-4653090,-32696,-32734,54169890
-4128833,-32704,-32703,54165825
458723,6,-32739,189793794
-3539004,-32713,-32708,54161212
-3735633,-32710,-32687,54162769
1441821,22,29,169082886;117706760
-5111847,-32689,-32729,54173479
-3407942,-32715,-32698,54160198
1310659,19,-32707,174326272;173280513;205784078;174329344;174327296;174328320;174330368;174331392
-131072,-32766,0,154010624;88213271;210897156
-1507377,-32744,-32719,159650320;196084746
-4653100,-32696,-32724,54169900
1245154,18,-32738,206045703;207355904
1245159,18,-32743,204997378
-4128816,-32704,-32720,54165808
-4390979,-32700,-32701,54167875
-3604555,-32712,-32693,54161739;108796172
-3604559,-32712,-32689,54161743
262090,3,-32714,126095641
589849,9,25,90833408
131069,1,-32765,161220618;153879299;144574466;128975876;210503172;88080666
1310699,19,-32747,204997634
-393254,-32761,-32730,156238342
1572893,24,29,169084934;235667971
65533,0,-32765,161219594;97260051;128974852;88212250;99352590;153358340;97258003;97259027;210502146;153357316;153878787;196871176;97256979;97255955;97261075
1966064,29,-32752,115607043
524261,7,-32741,189794308
-65568,-32766,-32736,120589825;120589827;120193539;120589829
1507362,23,34,169083920
-65566,-32766,-32738,120587777;120587781;120587779;120193541
1245238,19,54,240123904;240124164;240124168;240125955;240125952
1966065,29,-32753,115607045
-524294,-32759,-32762,129762562;147851785;131862017
131043,1,-32739,120586755;120586753;120062982;120586757
-786473,-32755,-32727,163581440;163578368;139723265;163583488;163582464;163580416;163579392;205783040
1900532,28,-32756,116655619;116916228;99617026;116656641;205916188;116654593;116655617;106694158;106693134;116654595;116657665
-2686993,-32726,-32751,239614481;152849;136316674;239603729
524296,8,8,239603735;136841216;239614487;187304450;135269891;198447112;187303426;187171330;177475592;187173378;187172354;187302402;88084239;234621190;136840192;136839168;205784090
-3145810,-32719,-32686,186646530;186515968;108796187
1179612,17,-32732,206045185
-1834971,-32740,37,239603719;218892288;216927751;218894336;218891264;212860932;239602695;218893312;218890240;218894338
-3604465,-32713,15,171181060;88604676;88605700;171180032;25690624;28049408;88606724;63963909
-983014,-32753,26,179831297
-720954,-32756,-32710,171183618;159124486;155977217;175375362;163842048
-3211347,-32718,-32685,186649602;186648578;186647554;186517250
655386,10,26,90701825
1507321,22,-32761,116918282;99746819;106695176;106694152
-1376308,-32746,-32716,147587588
1900553,29,9,157550592;205786122;157548544;157549568;157551616;157553664;157552640;156499971
1048600,16,24,90705153
-1114086,-32751,26,179962369
-2883664,-32723,-32688,186646534;186387972
32,0,32,100926977;100928001;72619010
1572855,23,-32759,116919304;99746305;106693126;116918280
1638394,24,-32762,116918284;99614724;106693120
1179613,17,-32733,206045186
851997,13,29,90703364
-851938,-32755,30,181142530;181403654
-1507318,-32745,10,178782212;171968528;178784262
-1310727,-32747,-32761,178784264;171707908
-1769445,-32741,27,182978573
-1769446,-32741,26,182978572
-1638378,-32743,22,178782210;173017606;178782208
-4784197,-32694,-32699,60036100
655338,9,-32746,189795337
1638427,25,27,168558594;235669763
1507304,22,-32744,208145408;208143360;208146432;208142336;208144384;204999425;208146434;205916166
458760,7,8,135268867;184813569;88083727
1114134,17,22,240517638
-3080179,-32721,13,155149
-5242948,-32687,-32700,60032517
-2031593,-32737,23,183108105
-3538948,-32713,-32764,22676227;22546944;22545667;159492;22547203;205787144;22282240;22285314;22283264;22284290;22283266;22282242;22545408;22675968
-655404,-32757,-32724,136446464;136446722;133170176;132122115
-3866619,-32709,5,161285
-3735527,-32711,25,160281
-327669,-32763,11,133643
-3866710,-32708,-32682,112592138
-3866712,-32708,-32680,112592142
-917475,-32754,29,181404672;181141504;180486656
-4980802,-32691,-32702,60034567
1310738,20,18,240387074
-3735603,-32710,-32717,54162739
-3473450,-32714,-32726,54160682
-4259881,-32702,-32727,54166825
-4718678,-32695,-32682,54170454
-4915245,-32692,-32723,54171949
-3997757,-32706,-32707,54164797
-458791,-32760,-32729,156237829
-196658,-32764,-32718,126092053
-983090,-32752,-32718,147590662
-4784182,-32694,-32714,54170934
-4849714,-32693,-32718,54171442
-4587561,-32697,-32727,54169385
-4849697,-32693,-32735,54171425
-4128842,-32704,-32694,54165834
458727,6,-32743,189793798
-1245222,-32748,-32730,139461127
-3473413,-32714,-32763,158981
393193,5,-32745,189793288
-65540,-32766,-32764,154010884;210633217;129238528;197002246;185862149
-4980810,-32691,-32694,59509762;54172490
-1507389,-32744,-32707,159650308
-524280,-32760,8,135176
16,0,16,221512707
524260,7,-32740,189794307
-1769520,-32740,-32720,159648273
-2097201,-32735,-32719,159645712
-1703953,-32741,-32751,164103185
-5308487,-32686,-32697,60032002
-4522072,-32698,-32680,110625281;54168920;108927241
-1769499,-32740,-32741,164102663
-3604454,-32713,26,159258
-131069,-32766,3,41945600;210896129;59900931;88213268;192021507
-3669995,-32712,21,159765;20972036
524215,7,-32695,175113216;174588673
524283,7,-32763,68419586;101716503;3845
-3735536,-32711,16,160272;20971777
786431,11,-32767,68421638;87818755;87821825;87820803;87819779
-3145710,-32720,18,155666
-524278,-32760,10,135178
-2359310,-32731,-32754,34341122
1900552,29,8,184943625;156499970
-3866625,-32708,-32767,162049
-1048564,-32752,12,139276;37227520
720894,10,-32766,68421125
655360,10,0,68421127;162272256
-458754,-32760,-32766,135426
-3538940,-32714,4,158724
-3276780,-32718,20,156692;88604672
-655357,-32758,3,136195
589818,8,-32762,68420097
-131073,-32765,-32767,210633732;88213784;211551232;211550208;211552256;205788180;196346374;129238019
-1966039,-32738,41,172229644
-1638356,-32743,44,172232207
393225,6,9,236454912;235147011;236453888;88083214;135267845
-1114117,-32750,-32763,75498754
1638398,24,-32766,99614728
-2162653,-32735,35,172360198
-1638357,-32743,43,172232206
65534,0,-32766,210502147;144575492;153878786;153354244;90439938;88212249;196871178
-1179610,-32750,38,172235785
131065,1,-32761,185863682
-1835031,-32739,-32745,164102155
-65553,-32766,-32751,189530124
982975,14,-32703,173539840
-1245225,-32748,-32727,139461124
851970,13,2,235930624;235406083
-1769502,-32740,-32738,164102660
-3473393,-32715,15,24118802;24118273;24118281;63964933;28050432;24118277
-1179692,-32749,-32724,139461633
327677,4,-32765,203165698;201592579;202379264;153880835;212078594;205784092;145752577;203162624;202377216;144442370;202378240;239617053;201591043;202375168;202376192;203161600;212077568;201592065;201592067;201591809;201592577;239616029;239605277;203164672;203165696;68552196;239606301;222567434;212077570;205783068;202379266;203163648;202115584
-393211,-32762,5,104860163;104861187;104859139;104071425
-3538927,-32714,17,24117763;20973056;63964419;25691654;25693701;25693697;24117771;24117767;28182019
-1638370,-32743,30,172232193
2228154,33,-32698,227279108;223085059
-2031583,-32737,33,172229124
2424792,36,-32728,209458178;206832645
-131124,-32765,-32716,126615552;126092567
1572835,23,-32739,209456134;207619074;206309378
-524344,-32759,-32712,128058884
-1835038,-32739,-32738,164102148
10,0,10,87556106;59768842;54788106;88212237;54525962;177471498
2228161,33,-32705,227280902;227279878;223085075
-1769488,-32740,-32752,164102674
65490,0,-32722,127929358
-1703895,-32742,41,172231692
-131119,-32765,-32721,127927821
65512,0,-32744,189531141
1507300,22,-32740,207621122;206308867;209454084
-1441851,-32745,-32709,158991363
1507299,22,-32739,207623168;206308866;207624194;207624192;222561292
-983056,-32752,-32752,147981569
-3342296,-32717,40,74978819;74976771;74973185;74977793;74979847;74976769;74978821;74975749;74975747;74977795;74978823;74975745;74979841;74979845;74978817;74979843;74976773;74973187;75761161;75760130;74976775;74975751;76285958;74977797
-1835036,-32739,-32740,164102150
1310693,19,-32741,207627264;207625216;206307332
1638378,24,-32746,207618060;209457156;205259780
1310691,19,-32739,207621120;207622144;207620096;206307330
1572832,23,-32736,211293186;211292160;211293184;211294208;211295234;211295232;211294210;211028226
-458799,-32760,-32721,128058381
1507301,22,-32741,211290114;206308868;207623170;207621126
-1703951,-32741,-32753,164103187
917510,14,6,177478662
-196606,-32765,2,211290118;88213781;210633735
65552,1,16,99352584;99354632;221252612;99353608;88080647
-1769495,-32740,-32745,164102667
655355,9,-32763,138412032;68420610
131101,2,29,99357698;88080902;54527005;99356674
589828,9,4,99357700;235538177;235537921;88084755
-196655,-32764,-32721,127927309
262141,3,-32765,153880323;202114048;153354240;212076544;144441346;212076546;128977924;88081690
-3211248,-32719,16,156176;20975873
458745,6,-32761,68551168
-851960,-32755,8,137736
589822,8,-32766,68420101;136056070;137888770
-5,-32767,-32763,185862660;196870148;154010373;210501632
-3735531,-32711,21,160277;20971524
-1179659,-32749,-32757,75498248
393226,6,10,235147010;177474570;88083213;239079941;54529034
-3932156,-32708,4,161796
1572837,23,-32741,207624196;206309380
-1376316,-32746,-32708,158990850
-458721,-32761,31,84541959
-2162734,-32734,-32722,142084100
-131089,-32765,-32751,189661708
-65506,-32767,30,84412934
-2097198,-32735,-32722,142084612
1507296,22,-32736,211027202
-1835047,-32739,-32729,142086667
-3080271,-32720,-32689,186384902
-1376298,-32746,-32726,142090248
-720905,-32756,-32759,148112901;147850246
-851943,-32755,25,172755971;179179788
196610,3,2,134218752;88081685;219939848;144703490;201852418;239080718;137888768;219940354;201328130;160957954;54789634
262152,4,8,137371652;184943617;137371650;99353606;135397891;177473544;99352582;239082247;88082191
393218,6,2,134221824;88083221;59771906;54529026;177474562;162270210
524293,8,5,137369604;54530053;88084242;134223878
-786408,-32756,24,172756482
-3014735,-32721,-32689,186385926
-983016,-32753,24,172754946
-2031675,-32736,-32709,74186754;220202241;220200961;220332801;220202242;220333313;220201730;212599808;220333314;220332802;220201729
-1638364,-32743,36,74187778;219678978;219678465;219678981;219678468;212862466;219678977;219677441;219678469;219678980;219678466
-720903,-32756,-32761,148115971;147850248
327674,4,-32762,95683075;95684099;95686147;95687171;101715475;95684097;95685121;144442628;95683073;95686145;95687169;95685123;95683079;68552193
-1048589,-32751,-32755,147981826
-2031659,-32736,-32725,142085127
458731,6,-32747,192413704;188746241;147063808;192677888
-3932230,-32707,-32698,61865984;61998084;61868032;61998338;61868034;61998082;61869060;61868036;61998340;61867008;205783052
-655374,-32757,-32754,147850753;171183873
-1310757,-32747,-32731,142090765
720905,11,9,98833929;90969609;88085774
-1769457,-32741,15,173016833
-1245157,-32749,27,172752901
-1441836,-32745,-32724,142089734
196619,3,11,98829835;88081676;239081217;95159819;90965515
-2228281,-32733,-32711,217063424;217064448;217062400;212730370
2621358,39,-32686,223349001
-1638440,-32742,-32728,142088202
-2097209,-32735,-32711,217055242;216401670;212599298
-196626,-32764,-32750,147854595
-5373946,-32686,6,195299334;195298310;195300358;195297288;195297286
-5373945,-32686,7,195299332
-1835065,-32739,-32711,217056262;217057286;212601859
-4259811,-32703,29,179307521;180094978;183241222;183239183
-524266,-32760,22,172759297
-2162742,-32734,-32714,217062406;212599302
-720909,-32756,-32755,147850242
-1703913,-32742,23,173017095
-1245155,-32749,29,172752903
-1900554,-32738,-32758,123470339;100140801
-1966137,-32737,-32711,217059328;216269574;212600322;217061376;217060352
-393225,-32761,-32759,147852806
-1179621,-32750,27,195299338;172753413;195300362
-1310761,-32747,-32727,142090761
-1900583,-32738,-32729,142086155
-1310705,-32748,15,173020417
-1310701,-32748,19,173020163
1310748,20,28,168821764
-4128859,-32704,-32677,109053446
-3407851,-32716,21,20974084;157717
1376284,21,28,168822788
-1703900,-32742,36,212861954;214696968;214695944;69995520;214435846;214697992
-1507311,-32745,17,173018625
-1769454,-32741,18,173016578
-3997785,-32706,-32679,109056518;112725505
-3604440,-32713,40,76283910
1048515,15,-32707,173937412;173540356
1310754,20,34,168821776
